,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
4326,1976,19,597,Work,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Ravel: Concerto In G Major For Piano And Orchestra And Concerto In D Major For Left Hand (Album),"Aldo Ciccolini, artist",False
4327,1976,19,597,Work,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Strauss: Don Quixote (Album),"Mstislav Rostropovich, artist",False
4328,1976,19,597,Work,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Brahms: Violin Concerto In D Major For Violin,"Nathan Milstein, artist",False
4329,1976,19,597,Work,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Bartók: Concerti For Piano Nos. 1 And 3,"Stephen Kovacevich, artist",False
4330,1976,19,597,Work,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Prokofiev: The Five Piano Concertos (Album),"Vladimir Ashkenazy, artist",False
4331,1976,19,597,Work,"Best Classical Performance, Instrumental Soloist Or Soloists (With Orchestra)",Beethoven: The Five Piano Concertos,"Artur Rubinstein, artist (London Philharmonic Orchestra)",True
4332,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"Schubert: Sonata In A Minor, Op. 42 And Hungarian Melody In B Minor (D817) (Album)","Alfred Brendel, artist",False
4333,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"Gershwin: Watts By George: Andre Watts Plays George Gershwin (Rhapsody In Blue, Preludes For Piano (3), 13 Songs From Gershwin Songbook) (Album)","Andre Watts, artist",False
4334,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"The Intimate Guitar/2 (Bach, Sor, Albeniz, Molleda, San Sebastian, Samazeuilh) (Album)","Andres Segovia, artist",False
4335,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"(Kreisler) Itzhak Perlman Plays Fritz Kreisler (Caprice Viennois, Andantino In The Style Of Martini, Allegretto in The Style Of Boccherini, La Gitana) (Album)","Itzhak Perlman, artist",False
4336,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),"Chopin: Preludes, Op.28 (Album)","Maurizio Pollini, artist",False
4337,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Rachmaninoff: 23 Preludes (Album),"Vladimir Ashkenazy, artist",False
4338,1976,19,598,Work,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Horowitz Concerts 1975/76,"Vladimir Horowitz, artist",True
4339,1976,19,599,Work,Best Chamber Music Performance,"Schubert: Quintet In C, Op. 163 (Album)","Alberni Quartet & Thomas Igloi, artists",False
4340,1976,19,599,Work,Best Chamber Music Performance,"Barber: Quartet For Strings, Op.11/Ives: Quartet No. 2 From Strings (Two American Masterpieces) (Album)","Cleveland Quartet (Martha Strongin Katz, Paul Katz, Peter Salaff & Donald Weilerstein), artists",False
4341,1976,19,599,Work,Best Chamber Music Performance,Beethoven: Sonatas For Cello (Complete) (Album),"Daniel Barenboim & Jacqueline Du Pre, artists",False
4342,1976,19,599,Work,Best Chamber Music Performance,Shostakovich: Quartet No. 14 In F Sharp Major (Album),"Fitzwilliam Quartet, artists",False
4343,1976,19,599,Work,Best Chamber Music Performance,Hindemith: Sonatas For Brass And Piano (Complete) (Album),"Glenn Gould & Philadelphia Brass Ensemble, artists",False
4344,1976,19,599,Work,Best Chamber Music Performance,"The Heifetz - Piatigorsky Concerts (Dvorak: Trio In F Minor For Piano With Leonard Pennario, Stravinsky: Suite Italienne For Violin And Cello, Gilere: Duo For Violin And Cello, etc (Album)","Jascha Heifetz & Gregor Piatigorsky, artists",False
4345,1976,19,599,Work,Best Chamber Music Performance,"Dvorák: Quartets, Op.96 And 105","Prague String Quartet, artists",False
4346,1976,19,599,Work,Best Chamber Music Performance,Messiaen: Quartet For The End Of Time (Album),"Tashi (Ida Kavafian, Peter Serkin, Fred Sherry & Richard Stoltzman), artists",False
4347,1976,19,599,Work,Best Chamber Music Performance,The Art Of Courtly Love,"David Munrow, artist",True
4348,1976,19,600,Work,Best Classical Vocal Soloist Performance,Cleo Laine Sings Pierrot Lunaire and Songs by Ives,Cleo Laine,False
4349,1976,19,600,Work,Best Classical Vocal Soloist Performance,"Schumann: Frauenliebe und Leben, Op. 42",Elisabeth Schwarzkopf,False
4350,1976,19,600,Work,Best Classical Vocal Soloist Performance,Schumann: Frauenliebe und Leben,Elly Ameling,False
4351,1976,19,600,Work,Best Classical Vocal Soloist Performance,After the Ball (A Treasury of Turn-of-the-Century Popular Songs),Joan Morris,False
4352,1976,19,600,Work,Best Classical Vocal Soloist Performance,"Canteloube: Songs of the Auvergne, Album 2",Victoria de los Angeles,False
4353,1976,19,600,Work,Best Classical Vocal Soloist Performance,Mahler: Kindertotenlieder,Janet Baker,True
4354,1976,19,604,Work,"Best Country Vocal Performance, Female",I'll Get Over You (Single),Crystal Gayle,False
4355,1976,19,604,Work,"Best Country Vocal Performance, Female",All I Can Do (Album),Dolly Parton,False
4356,1976,19,604,Work,"Best Country Vocal Performance, Female",Tonite! At The Capri Lounge Loretta Haggers (Album),Mary Kay Place,False
4357,1976,19,604,Work,"Best Country Vocal Performance, Female",'Til I Can Make It On My Own (Single),Tammy Wynette,False
4358,1976,19,604,Work,"Best Country Vocal Performance, Female",Elite Hotel,Emmylou Harris,True
4359,1976,19,605,Work,"Best Country Vocal Performance, Male",Broken Lady (Single),Larry Gatlin,False
4360,1976,19,605,Work,"Best Country Vocal Performance, Male",Forever Lovers (Album),Mac Davis,False
4361,1976,19,605,Work,"Best Country Vocal Performance, Male",Are You Ready For The Country (Album),Waylon Jennings,False
4362,1976,19,605,Work,"Best Country Vocal Performance, Male",I'd Have To Be Crazy (Single),Willie Nelson,False
4363,1976,19,605,Work,"Best Country Vocal Performance, Male",(I'm A) Stand By My Woman Man,Ronnie Milsap,True
4364,1976,19,606,Work,Best Country Vocal Performance By A Duo Or Group,Route 66 (Single),Asleep At The Wheel,False
4365,1976,19,606,Work,Best Country Vocal Performance By A Duo Or Group,Golden Ring (Single),"George Jones, Tammy Wynette",False
4366,1976,19,606,Work,Best Country Vocal Performance By A Duo Or Group,The Letter (Single),Loretta Lynn And Conway Twitty,False
4367,1976,19,606,Work,Best Country Vocal Performance By A Duo Or Group,Your Picture In The Paper (Single),The Statler Brothers,False
4368,1976,19,606,Work,Best Country Vocal Performance By A Duo Or Group,The End Is Not In Sight (The Cowboy Tune),Amazing Rhythm Aces,True
4369,1976,19,608,Work,Best Country Instrumental Performance,Blue Eyes Crying In The Rain (Single),Ace Cannon,False
4370,1976,19,608,Work,Best Country Instrumental Performance,I'm Thinking Tonight Of My Blue Eyes (Single),Floyd Cramer,False
4371,1976,19,608,Work,Best Country Instrumental Performance,Long Hard Ride (Single),Marshall Tucker Band,False
4372,1976,19,608,Work,Best Country Instrumental Performance,Texas (Album),Nashville Brass With Danny Davis,False
4373,1976,19,608,Work,Best Country Instrumental Performance,Chester And Lester,Chet Atkins & Les Paul,True
4374,1976,19,609,Work,Best Country Song,Every Time You Touch Me (I Get High) (Single),"Charlie Rich & Billy Sherrill, songwriters (Charlie Rich)",False
4375,1976,19,609,Work,Best Country Song,The Door Is Always Open (Single),"Dickey Lee & Bob McDill, songwriters (Dave & Sugar)",False
4376,1976,19,609,Work,Best Country Song,"Dropkick Me, Jesus","Paul Craft, songwriter (Bobby Bare)",False
4377,1976,19,609,Work,Best Country Song,"Hank Williams, You Wrote My Life","Paul Craft, songwriter (Moe Bandy)",False
4378,1976,19,609,Work,Best Country Song,Broken Lady,"Larry Gatlin, songwriter (Larry Gatlin)",True
4379,1976,19,612,Work,Best Instrumental Composition,Leprechaun's Dream (Single),"Chick Corea, composer (Chick Corea)",False
4380,1976,19,612,Work,Best Instrumental Composition,The White Dawn,"Henry Mancini, composer (Henry Mancini)",False
4381,1976,19,612,Work,Best Instrumental Composition,Midnight Soul Patrol (Single),"Louis Johnson, Quincy Jones & Johnny Mandel, composers (Quincy Jones)",False
4382,1976,19,612,Work,Best Instrumental Composition,"Earth, Wind And Fire","Skip Scarborough & Maurice White, composers (Earth, Wind And Fire)",False
4383,1976,19,612,Work,Best Instrumental Composition,Contusion (Track),"Stevie Wonder, composer (Stevie Wonder)",False
4384,1976,19,612,Work,Best Instrumental Composition,Bellavia,"Chuck Mangione, composer (Chuck Mangione)",True
4385,1976,19,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,"Rich Man, Poor Man (Album)","Alex North, composer (Various Artists)",False
4386,1976,19,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Taxi Driver,"Bernard Herrmann, composer (Various Artists)",False
4387,1976,19,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,3 Days Of The Condor (Album),"Dave Grusin, composer (Various Artists)",False
4388,1976,19,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,One Flew Over The Cuckoo's Nest,"Jack Nitzsche, composer (Various Artists)",False
4389,1976,19,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,The Omen,"Jerry Goldsmith, composer (Jerry Goldsmith)",False
4390,1976,19,613,Work,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Car Wash,"Norman Whitfield, composer (Various Artists)",True
4391,1976,19,617,Work,"Best Arrangement For Voices (Duo, Group Or Chorus)",Ain't Misbehavin',"Christian Chevallier, arranger (Quire)",False
4392,1976,19,617,Work,"Best Arrangement For Voices (Duo, Group Or Chorus)",Can't Hide Love,"Earth, Wind & Fire, arrangers (Earth, Wind & Fire)",False
4393,1976,19,617,Work,"Best Arrangement For Voices (Duo, Group Or Chorus)",I Get Along Without You Very Well,"Gene Puerling, arranger (The Singers Unlimited)",False
4394,1976,19,617,Work,"Best Arrangement For Voices (Duo, Group Or Chorus)",Bohemian Rhapsody,"Queen, arrangers (Queen)",False
4395,1976,19,617,Work,"Best Arrangement For Voices (Duo, Group Or Chorus)",Afternoon Delight,"Starland Vocal Band, arrangers (Starland Vocal Band)",True
4396,1976,19,618,Work,Best Instrumental Arrangement,Westchester Lady,"Bob James, arranger (Bob James)",False
4397,1976,19,618,Work,Best Instrumental Arrangement,Saudade Do Brazil,"Claus Ogerman, arranger (Antonio Carlos Jobim)",False
4398,1976,19,618,Work,Best Instrumental Arrangement,The Disaster Movie Suite,"Henry Mancini, Herbert Spencer, John Williams & Al Woodbury, arrangers (Henry Mancini Counducting London Symphony)",False
4399,1976,19,618,Work,Best Instrumental Arrangement,Life Is Just A Game,"Stanley Clarke, arranger (Stanley Clarke)",False
4400,1976,19,618,Work,Best Instrumental Arrangement,Leprechaun's Dream,"Chick Corea, arranger (Chick Corea)",True
4401,1976,19,619,Work,Best Arrangement Accompanying Vocalist(S),Green Dolphin Street,"Clare Fischer, arranger (The Singers Unlimited)",False
4402,1976,19,619,Work,Best Arrangement Accompanying Vocalist(S),Boto (Porpoise),"Claus Ogerman, arranger (Antonio Carlos Jobim)",False
4403,1976,19,619,Work,Best Arrangement Accompanying Vocalist(S),Let 'em In (Single),"Paul McCartney, arranger (Paul McCartney And Wings)",False
4404,1976,19,619,Work,Best Arrangement Accompanying Vocalist(S),Sentimental Journey,"Robert Farnon, arranger (The Singers Unlimited)",False
4405,1976,19,619,Work,Best Arrangement Accompanying Vocalist(S),If You Leave Me Now,"James William Guercio & Jimmie Haskell, arrangers (Chicago)",True
4406,1976,19,620,Work,Best Album Package,Coney Island Baby (Album),"Acy R. Lehman, art director (Lou Reed)",False
4407,1976,19,620,Work,Best Album Package,Presence (Album),"Hipgnosis And Hardie, art director (Led Zeppelin)",False
4408,1976,19,620,Work,Best Album Package,"Schumann: Sym. No. 1 In B-Flat, Op. 38/ Manfred: Overture, Op. 115 (Album)","Joseph Stelmach, art director (Charles Munch, conducting Boston Symphony Orchestra)",False
4409,1976,19,620,Work,Best Album Package,Bellavia (Album),"Roland Young, art director (Chuck Mangione)",False
4410,1976,19,620,Work,Best Album Package,Mirrors (Album),"Roland Young, art director (Peggy Lee)",False
4411,1976,19,620,Work,Best Album Package,The End Of The Beginning (Album),"Roland Young, art director (Richie Havens)",False
4412,1976,19,620,Work,Best Album Package,Silk Degrees (Album),"Ron Coro & Nancy Donald, art directors (Boz Scaggs)",False
4413,1976,19,620,Work,Best Album Package,Chicago X,"John Berg, art director (Chicago)",True
4414,1976,19,621,Work,Best Album Notes,The Blue Sky Boys (Bill And Earl Bolick) (Album),"Douglas B. Green, album notes writer (Bill And Earl Bolick)",False
4415,1976,19,621,Work,Best Album Notes,Caruso - A Legendary Performer (Album),"Francis Robinson, album notes writer (Enrico Caruso)",False
4416,1976,19,621,Work,Best Album Notes,Beethoven: The Five Piano Concertos (Album),"George Marek Jr., album notes writer (Artur Rubinstein, piano; Daniel Barenboim, conductor)",False
4417,1976,19,621,Work,Best Album Notes,"The Complete Tommy Dorsey, Volume 1/1935 (Album)","Mort Goode, album notes writer (Tommy Dorsey)",False
4418,1976,19,621,Work,Best Album Notes,The Changing Face Of Harlem - The Savoy Sessions,"Dan Morgenstern, album notes writer (Various Artists)",True
4419,1976,19,625,Work,Best Ethnic Or Traditional Recording,Proud Earth,"Dan George, Arliene Nofchissey Williams, Rick Brosseau",False
4420,1976,19,625,Work,Best Ethnic Or Traditional Recording,Beware Of The Dog (Album),Hound Dog Taylor,False
4421,1976,19,625,Work,Best Ethnic Or Traditional Recording,"If You Love These Blues, Play 'em As You Please (Album)",Michael Bloomfield,False
4422,1976,19,625,Work,Best Ethnic Or Traditional Recording,Bagpipe Marches And Music Of Scotland (Album),Shotts And Dykehead Caledonia Pipe Band,False
4423,1976,19,625,Work,Best Ethnic Or Traditional Recording,Mark Twang,John Hartford,True
4424,1976,19,627,Work,Record Of The Year,I Write The Songs (Single),Barry Manilow,False
4425,1976,19,627,Work,Record Of The Year,If You Leave Me Now (Single),Chicago,False
4426,1976,19,627,Work,Record Of The Year,50 Ways To Leave Your Lover (Single),Paul Simon,False
4427,1976,19,627,Work,Record Of The Year,Afternoon Delight,Starland Vocal Band,False
4428,1976,19,627,Work,Record Of The Year,This Masquerade,George Benson,True
4429,1976,19,628,Work,Album Of The Year,Silk Degrees (Album),Boz Scaggs,False
4430,1976,19,628,Work,Album Of The Year,Chicago X (Album),Chicago,False
4431,1976,19,628,Work,Album Of The Year,Breezin' (Album),George Benson,False
4432,1976,19,628,Work,Album Of The Year,Frampton Comes Alive,Peter Frampton,False
4433,1976,19,628,Work,Album Of The Year,Songs In The Key Of Life,Stevie Wonder,True
4434,1976,19,629,Work,Song Of The Year,Afternoon Delight,"Bill Danoff, songwriter (Starland Vocal Band)",False
4435,1976,19,629,Work,Song Of The Year,The Wreck Of The Edmund Fitzgerald (Single),"Gordon Lightfoot, songwriter (Gordon Lightfoot)",False
4436,1976,19,629,Work,Song Of The Year,Breaking Up Is Hard To Do (Single),"Howard Greenfield & Neil Sedaka, songwriters (Neil Sedaka)",False
4437,1976,19,629,Work,Song Of The Year,This Masquerade,"Leon Russell, songwriter (George Benson)",False
4438,1976,19,629,Work,Song Of The Year,I Write The Songs,"Bruce Johnston, songwriter (Barry Manilow)",True
4439,1976,19,630,Nominee,Best New Artist Of The Year,,Boston,False
4440,1976,19,630,Nominee,Best New Artist Of The Year,,Brothers Johnson,False
4441,1976,19,630,Nominee,Best New Artist Of The Year,,Dr. Buzzard's Original \,False
4442,1976,19,630,Nominee,Best New Artist Of The Year,,Wild Cherry,False
4443,1976,19,630,Nominee,Best New Artist Of The Year,,Starland Vocal Band,True
4444,1976,19,637,Work,Best Inspirational Performance,Sunday Morning With Charley Pride (Album),Charley Pride,False
4445,1976,19,637,Work,Best Inspirational Performance,Silver Linings (Album),Charlie Rich,False
4446,1976,19,637,Work,Best Inspirational Performance,Something Super Natural (Album),Pat Boone,False
4447,1976,19,637,Work,Best Inspirational Performance,Precious Memories (Album),Ray Price,False
4448,1976,19,637,Work,Best Inspirational Performance,Just A Closer Walk With Thee (Track),Sonny James,False
4449,1976,19,637,Work,Best Inspirational Performance,Have A Talk With God (Track),Stevie Wonder,False
4450,1976,19,637,Work,Best Inspirational Performance,Amazing Grace (Track),Willie Nelson,False
4451,1976,19,637,Work,Best Inspirational Performance,"The Astonishing, Outrageous, Amazing, Incredible, Unbelievable, Different World of Gary S. Paxton",Gary S. Paxton,True
4452,1976,19,638,Work,Best Gospel Performance (Other Than Soul Gospel),Learning To Lean (Album),Blackwood Brothers,False
4453,1976,19,638,Work,Best Gospel Performance (Other Than Soul Gospel),Here They Come (Album),The Florida Boys,False
4454,1976,19,638,Work,Best Gospel Performance (Other Than Soul Gospel),Just Because (Album),The Imperials,False
4455,1976,19,638,Work,Best Gospel Performance (Other Than Soul Gospel),Between The Cross And Heaven (There's A Whole Lot Of Living Going On) (Album),The Speers,False
4456,1976,19,638,Work,Best Gospel Performance (Other Than Soul Gospel),Where The Soul Never Dies,The Oak Ridge Boys,True
4457,1976,19,644,Work,Best Soul Gospel Performance,This Is Another Day (Album),Andrae Crouch And The Disciples,False
4458,1976,19,644,Work,Best Soul Gospel Performance,War On Sin (Album),Inez Andrews,False
4459,1976,19,644,Work,Best Soul Gospel Performance,Give It To Me (Album),James Cleveland And Southern California Community Choir,False
4460,1976,19,644,Work,Best Soul Gospel Performance,Touch Me - Volume II (Album),James Cleveland And The Charles Fold Singers,False
4461,1976,19,644,Work,Best Soul Gospel Performance,How I Got Over,Mahalia Jackson,True
4462,1976,19,658,Work,Best Jazz Vocal Performance,Where Is Love? (Album),Irene Kral,False
4463,1976,19,658,Work,Best Jazz Vocal Performance,Quire (Album),Quire,False
4464,1976,19,658,Work,Best Jazz Vocal Performance,Porgy And Bess (Album),Ray Charles And Cleo Laine,False
4465,1976,19,658,Work,Best Jazz Vocal Performance,More Sarah Vaughan Live In Japan (Album),Sarah Vaughan,False
4466,1976,19,658,Work,Best Jazz Vocal Performance,Fitzgerald And Pass...Again,Ella Fitzgerald,True
4467,1976,19,659,Work,Best Jazz Performance By A Soloist (Instrumental),Works Of Art (Album),"Art Tatum, soloist",False
4468,1976,19,659,Work,Best Jazz Performance By A Soloist (Instrumental),Clark Terry And His Jolly Giants (Album),"Clark Terry, soloist",False
4469,1976,19,659,Work,Best Jazz Performance By A Soloist (Instrumental),Donna Lee (Track),"Jaco Pastorius, soloist",False
4470,1976,19,659,Work,Best Jazz Performance By A Soloist (Instrumental),Commitment (Album),"Jim Hall, soloist",False
4471,1976,19,659,Work,Best Jazz Performance By A Soloist (Instrumental),The New Phil Woods Album (Album),"Phil Woods, soloist",False
4472,1976,19,659,Work,Best Jazz Performance By A Soloist (Instrumental),Basie And Zoot,"Count Basie, soloist",True
4473,1976,19,660,Work,Best Jazz Performance By A Group,Basie And Zoot (Album),Count Basie And Zoot Sims,False
4474,1976,19,660,Work,Best Jazz Performance By A Group,Jaco Pastorius (Album),Jaco Pastorius,False
4475,1976,19,660,Work,Best Jazz Performance By A Group,The Paul Desmond Quartet Live (Album),Paul Desmond Quartet,False
4476,1976,19,660,Work,Best Jazz Performance By A Group,Since We Met (Album),The Bill Evans Trio,False
4477,1976,19,660,Work,Best Jazz Performance By A Group,The Leprechaun,Chick Corea,True
4478,1976,19,661,Work,Best Jazz Performance By A Big Band,Afro-Cuban Jazz Moods (Album),Dizzy Gillespie And Machito,False
4479,1976,19,661,Work,Best Jazz Performance By A Big Band,The New Phil Woods Album (Album),Phil Woods,False
4480,1976,19,661,Work,Best Jazz Performance By A Big Band,New Life (Album),Thad Jones And Mel Lewis,False
4481,1976,19,661,Work,Best Jazz Performance By A Big Band,Long Yellow Road (Album),Toshiko Akiyoshi - Lew Tabackin Big Band,False
4482,1976,19,661,Work,Best Jazz Performance By A Big Band,The Ellington Suites,Duke Ellington,True
4483,1976,19,663,Work,Best Latin Recording,La Gorme (Album),Eydie Gorme,False
4484,1976,19,663,Work,Best Latin Recording,Salsa (Soundtrack) (Album),Fania All-Stars,False
4485,1976,19,663,Work,Best Latin Recording,Cocinando La Salsa (Album),Joe Cuba,False
4486,1976,19,663,Work,Best Latin Recording,El Maestro,Johnny Pacheco,False
4487,1976,19,663,Work,Best Latin Recording,Sofrito (Album),Mongo Santamaria,False
4488,1976,19,663,Work,Best Latin Recording,Unfinished Masterpiece,Eddie Palmieri,True
4489,1976,19,678,Work,"Best Pop Vocal Performance, Female","Here, There And Everywhere (Track)",Emmylou Harris,False
4490,1976,19,678,Work,"Best Pop Vocal Performance, Female",The Hissing Of Summer Lawns (Album),Joni Mitchell,False
4491,1976,19,678,Work,"Best Pop Vocal Performance, Female",Natalie (Album),Natalie Cole,False
4492,1976,19,678,Work,"Best Pop Vocal Performance, Female",Turn The Beat Around (Single),Vicki Sue Robinson,False
4493,1976,19,678,Work,"Best Pop Vocal Performance, Female",Hasten Down The Wind,Linda Ronstadt,True
4494,1976,19,679,Work,"Best Pop Vocal Performance, Male",Silk Degrees (Album),Boz Scaggs,False
4495,1976,19,679,Work,"Best Pop Vocal Performance, Male",This Masquerade (Track),George Benson,False
4496,1976,19,679,Work,"Best Pop Vocal Performance, Male",The Wreck Of The Edmund Fitzgerald (Single),Gordon Lightfoot,False
4497,1976,19,679,Work,"Best Pop Vocal Performance, Male",You'll Never Find Another Love Like Mine (Single),Lou Rawls,False
4498,1976,19,679,Work,"Best Pop Vocal Performance, Male",Songs In The Key Of Life,Stevie Wonder,True
4499,1976,19,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Don't Go Breaking My Heart (Single),Elton John And Kiki Dee,False
4500,1976,19,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",I'd Really Like To See You Tonight (Single),England Dan And John Ford Coley,False
4501,1976,19,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Bohemian Rhapsody (Single),Queen,False
4502,1976,19,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Afternoon Delight (Single),Starland Vocal Band,False
4503,1976,19,680,Work,"Best Pop Vocal Performance By A Duo, Group Or Chorus",If You Leave Me Now,Chicago,True
4504,1976,19,682,Work,Best Pop Instrumental Performance,Wired (Album),Jeff Beck,False
4505,1976,19,682,Work,Best Pop Instrumental Performance,Contusion (Track),Stevie Wonder,False
4506,1976,19,682,Work,Best Pop Instrumental Performance,Back To Back (Album),The Brecker Brothers Band,False
4507,1976,19,682,Work,Best Pop Instrumental Performance,A Fifth Of Beethoven (Single),Walter Murphy And The Big Apple Band,False
4508,1976,19,682,Work,Best Pop Instrumental Performance,Breezin',George Benson,True
4509,1976,19,685,Work,Best Engineered Recording - Non-Classical,Somewhere I've Never Travelled (Album),"Alan Parsons & Tom Trefethen, engineers (Ambrosia)",False
4510,1976,19,685,Work,Best Engineered Recording - Non-Classical,Tales Of Mystery And Imagination- Edgar Allan Poe (Album),"Alan Parsons, engineer (The Alan Parsons Project)",False
4511,1976,19,685,Work,Best Engineered Recording - Non-Classical,The Dream Weaver (Album),"Jay Lewis, engineer (Gary Wright)",False
4512,1976,19,685,Work,Best Engineered Recording - Non-Classical,The King James Version (Album),"Ron Hitchcock, engineer (Harry James And His Big Band)",False
4513,1976,19,685,Work,Best Engineered Recording - Non-Classical,Breezin',"Al Schmitt, engineer (George Benson)",True
4514,1976,19,686,Nominee,Best Producer Of The Year,,Joe Wissert (producer),False
4515,1976,19,686,Nominee,Best Producer Of The Year,,"Kenny Gamble, Leon Huff (producers)",False
4516,1976,19,686,Nominee,Best Producer Of The Year,,Lenny Waronker (producer),False
4517,1976,19,686,Nominee,Best Producer Of The Year,,Richard Perry (producer),False
4518,1976,19,686,Nominee,Best Producer Of The Year,,Stevie Wonder,True
4519,1976,19,687,Work,"Best Engineered Recording, Classical",Gershwin: Porgy And Bess (Album),"Arthur Lilley, James Lock, Michael Mailes & Colin Moorfoot, engineers (Lorin Maazel, conductor; Mitchell White)",False
4520,1976,19,687,Work,"Best Engineered Recording, Classical",Britten: Four Sea Interludes And Passagaglia From (Album),"Chris Parker, engineer (London Symphony Orchestra)",False
4521,1976,19,687,Work,"Best Engineered Recording, Classical",Mahler: Symphony No. 2 In C Minor (\,"Jack Law, James Lock & Colin Moorfoot, engineers (Zubin Mehta, conductor)",False
4522,1976,19,687,Work,"Best Engineered Recording, Classical",Strauss: An Alpine Symphony (Album),"James Lock, engineer (Zubin Mehta, conductor)",False
4523,1976,19,687,Work,"Best Engineered Recording, Classical",Saint-Saens: Symphony No. 3 In C Minor (\,"Klaus Scheibe, engineer (Daniel Barenboim, conductor)",False
4524,1976,19,687,Work,"Best Engineered Recording, Classical",Falla: Three Cornered Hat (Boulez Conducts Falla) (Album),"Milton Cherin, Edward (Bud) T. Graham & Ray Moore, engineers (Pierre Boulez, conductor)",False
4525,1976,19,687,Work,"Best Engineered Recording, Classical",Brahms: Symphony No. 1 In C Minor (Album),"Paul Goodman, engineer (James Levine, conductor)",False
4526,1976,19,687,Work,"Best Engineered Recording, Classical",Beyond The Sun: An Electronic Portrait Of Holst's \,"Seth Dworken, Patrick Gleeson, Neil Schwartz & Skip Shimmin, engineers (Patrick Gleeson)",False
4527,1976,19,687,Work,"Best Engineered Recording, Classical",Gershwin: Rhapsody In Blue,"Milton Cherin, Edward (Bud) T. Graham & Ray Moore, engineers (George Gershwin 1925 Piano Roll; Michael Tilson Thomas cond. Columbia Jazz Band)",True
4528,1976,19,690,Work,Best R&B Instrumental Performance,Brass Construction (Album),Brass Connection,False
4529,1976,19,690,Work,Best R&B Instrumental Performance,Doin' It (Single),Herbie Hancock,False
4530,1976,19,690,Work,Best R&B Instrumental Performance,After The Dance (Track),Marvin Gaye,False
4531,1976,19,690,Work,Best R&B Instrumental Performance,Hope That We Can Be Together Soon (Single),Stanley Turrentine,False
4532,1976,19,690,Work,Best R&B Instrumental Performance,Keep That Same Old Feeling (Album),The Crusaders,False
4533,1976,19,690,Work,Best R&B Instrumental Performance,Theme From Good King Bad,George Benson,True
4534,1976,19,691,Work,"Best R&B Vocal Performance, Female",Something He Can Feel (Single),Aretha Franklin,False
4535,1976,19,691,Work,"Best R&B Vocal Performance, Female",Love Hangover (Single),Diana Ross,False
4536,1976,19,691,Work,"Best R&B Vocal Performance, Female",Misty Blue (Single),Dorothy Moore,False
4537,1976,19,691,Work,"Best R&B Vocal Performance, Female",Lean On Me (Single),Melba Moore,False
4538,1976,19,691,Work,"Best R&B Vocal Performance, Female",Sophisticated Lady (She's A Different Lady),Natalie Cole,True
4539,1976,19,692,Work,"Best R&B Vocal Performance, Male",Lowdown (Single),Boz Scaggs,False
4540,1976,19,692,Work,"Best R&B Vocal Performance, Male","I Need You, You Need Me (Single)",Joe Simon,False
4541,1976,19,692,Work,"Best R&B Vocal Performance, Male",Disco Lady (Single),Johnnie Taylor,False
4542,1976,19,692,Work,"Best R&B Vocal Performance, Male",Groovy People (Track),Lou Rawls,False
4543,1976,19,692,Work,"Best R&B Vocal Performance, Male",I Want You (Album),Marvin Gaye,False
4544,1976,19,692,Work,"Best R&B Vocal Performance, Male",I Wish,Stevie Wonder,True
4545,1976,19,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Gratitude,"Earth, Wind & Fire",False
4546,1976,19,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus","(Shake, Shake, Shake) Shake Your Booty (Single)",K.C. And The Sunshine Band,False
4547,1976,19,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Rubberband Man (Single),The Spinners,False
4548,1976,19,693,Work,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Play That Funky Music (Track),Wild Cherry,False
